month,year,value
8,2010,77.9 
9,2010,79.4 
10,2010,106.9 
11,2010,107.6 
12,2010,107.2 
1,2011,112.3 
2,2011,86.7 
3,2011,95.3 
4,2011,97.7 
5,2011,100.5 
6,2011,99.7 
7,2011,105.8 
8,2011,79.5 
9,2011,75.5 
10,2011,109.6 
11,2011,113.8 
12,2011,115.7 
1,2012,117.2 
2,2012,84.3 
3,2012,105.5 
4,2012,102.1 
5,2012,98.1 
6,2012,98.3 
7,2012,104.3 
8,2012,77.1 
9,2012,73.4 
10,2012,102.2 
11,2012,119.8 
12,2012,116.4 
1,2013,109.5 
2,2013,90.8 
3,2013,115.5 
4,2013,103.1 
5,2013,105.1 
6,2013,106.5 
7,2013,103.2 
8,2013,78.5 
9,2013,79.6 
10,2013,104.3 
11,2013,118.4 
12,2013,117.5 
1,2014,131.5 
2,2014,82.7 
3,2014,130.3 
4,2014,97.1 
5,2014,101.1 
6,2014,104.7 
7,2014,96.0 
8,2014,80.7 
9,2014,77.5 
10,2014,97.5 
11,2014,117.8 
12,2014,116.4 
1,2015,110.8 
2,2015,83.8 
3,2015,111.5 
4,2015,106.1 
5,2015,102.3 
6,2015,90.6 
7,2015,97.5 
8,2015,77.3 
9,2015,77.2 
10,2015,91.7 
11,2015,102.4 
